"587.33","639.91","0.89"
"440.00","212.71","0.89"
"587.33","639.91","0.89"
"440.00","212.71","0.89"
"587.33","212.71","0.89"
"440.00","212.71","0.89"
"587.33","212.71","0.89"
"739.99","212.71","0.89"
"880.00","853.51","0.89"
"783.99","639.91","0.89"
"659.26","212.71","0.89"
"783.99","639.91","0.89"
"659.26","212.71","0.89"
"783.99","212.71","0.89"
"659.26","212.71","0.89"
"554.37","212.71","0.89"
"659.26","212.71","0.89"
"440.00","853.51","0.89"
"587.33","426.31","0.89"
"587.33","639.91","0.89"
"739.99","212.71","0.89"
"659.26","212.71","0.89"
"587.33","212.71","0.89"
"587.33","212.71","0.89"
"554.37","212.71","0.89"
"554.37","639.91","0.89"
"659.26","212.71","0.89"
"783.99","212.71","0.89"
"659.26","212.71","0.89"
"659.26","212.71","0.89"
"587.33","212.71","0.89"
"587.33","639.91","0.89"
"739.99","212.71","0.89"
"659.26","212.71","0.89"
"587.33","212.71","0.89"
"587.33","212.71","0.89"
"554.37","212.71","0.89"
"554.37","639.91","0.89"
"659.26","212.71","0.89"
"783.99","212.71","0.89"
"554.37","212.71","0.89"
"587.33","212.71","0.89"
"587.33","212.71","0.89"
"587.33","105.91","0.89"
"554.37","105.91","0.89"
"493.88","105.91","0.89"
"554.37","105.91","0.89"
"587.33","212.71","0.89"
"587.33","212.71","0.89"
"739.99","105.91","0.89"
"659.26","105.91","0.89"
"587.33","105.91","0.89"
"659.26","105.91","0.89"
"739.99","212.71","0.89"
"739.99","212.71","0.89"
"880.00","105.91","0.89"
"783.99","105.91","0.89"
"739.99","105.91","0.89"
"783.99","105.91","0.89"
"880.00","853.51","0.89"
"440.00","853.51","0.89"
"493.88","853.51","0.89"
"440.00","212.71","0.89"
"392.00","212.71","0.89"
"392.00","212.71","0.89"
"392.00","212.71","0.89"
"392.00","212.71","0.89"
"369.99","212.71","0.89"
"369.99","212.71","0.89"
"369.99","212.71","0.89"
"369.99","212.71","0.89"
"329.63","212.71","0.89"
"329.63","212.71","0.89"
"329.63","212.71","0.89"
"293.66","212.71","0.89"
"277.18","212.71","0.89"
"246.94","212.71","0.89"
"277.18","212.71","0.89"
"293.66","426.31","0.89"
"329.63","426.31","0.89"
"369.99","853.51","0.89"
"440.00","853.51","0.89"
"493.88","853.51","0.89"
"440.00","212.71","0.89"
"392.00","212.71","0.89"
"392.00","212.71","0.89"
"392.00","212.71","0.89"
"392.00","212.71","0.89"
"369.99","212.71","0.89"
"369.99","212.71","0.89"
"369.99","212.71","0.89"
"369.99","212.71","0.89"
"329.63","212.71","0.89"
"329.63","212.71","0.89"
"329.63","212.71","0.89"
"293.66","212.71","0.89"
"277.18","212.71","0.89"
"246.94","212.71","0.89"
"277.18","212.71","0.89"
"293.66","426.31","0.89"
"329.63","426.31","0.89"
"369.99","853.51","0.89"
"293.66","1067.11","0.89"
"293.66","212.71","0.89"
"329.63","212.71","0.89"
"277.18","212.71","0.89"
"369.99","1067.11","0.89"
"369.99","212.71","0.89"
"392.00","212.71","0.89"
"329.63","212.71","0.89"
"440.00","105.91","0.89"
"440.00","105.91","0.89"
"440.00","105.91","0.89"
"440.00","105.91","0.89"
"440.00","105.91","0.89"
"440.00","105.91","0.89"
"440.00","105.91","0.89"
"440.00","105.91","0.89"
"493.88","105.91","0.89"
"493.88","105.91","0.89"
"493.88","105.91","0.89"
"493.88","105.91","0.89"
"554.37","105.91","0.89"
"554.37","105.91","0.89"
"554.37","105.91","0.89"
"554.37","105.91","0.89"
"587.33","639.91","0.89"
"440.00","212.71","0.89"
"554.37","319.51","0.89"
"440.00","105.91","0.89"
"554.37","319.51","0.89"
"440.00","105.91","0.89"
"587.33","639.91","0.89"
"440.00","212.71","0.89"
"554.37","319.51","0.89"
"440.00","105.91","0.89"
"554.37","319.51","0.89"
"440.00","105.91","0.89"
"587.33","212.71","0.89"
"440.00","212.71","0.89"
"554.37","212.71","0.89"
"440.00","212.71","0.89"
"587.33","212.71","0.89"
"440.00","212.71","0.89"
"554.37","212.71","0.89"
"440.00","212.71","0.89"
"587.33","212.71","0.89"
"293.66","212.71","0.89"
"293.66","212.71","0.89"
"293.66","212.71","0.89"
"293.66","853.51","0.89"
"440.00","639.91","0.89"
"369.99","105.91","0.89"
"329.63","105.91","0.89"
"293.66","426.31","0.89"
"493.88","426.31","0.89"
"392.00","426.31","0.89"
"329.63","426.31","0.89"
"440.00","853.51","0.89"
"739.99","639.91","0.89"
"587.33","105.91","0.89"
"554.37","105.91","0.89"
"493.88","426.31","0.89"
"783.99","426.31","0.89"
"739.99","853.51","0.89"
"659.26","853.51","0.89"
"587.33","426.31","0.89"
"440.00","426.31","0.89"
"587.33","212.71","0.89"
"554.37","212.71","0.89"
"493.88","212.71","0.89"
"440.00","212.71","0.89"
"493.88","212.71","0.89"
"440.00","212.71","0.49"
"440.00","212.71","0.89"
"440.00","212.71","0.89"
"440.00","212.71","0.89"
"440.00","212.71","0.89"
"440.00","212.71","0.89"
"493.88","212.71","0.89"
"440.00","212.71","0.49"
"440.00","212.71","0.89"
"587.33","212.71","0.89"
"554.37","212.71","0.89"
"493.88","212.71","0.89"
"440.00","212.71","0.89"
"493.88","212.71","0.89"
"440.00","212.71","0.49"
"440.00","212.71","0.89"
"440.00","212.71","0.89"
"440.00","212.71","0.89"
"440.00","212.71","0.89"
"440.00","212.71","0.89"
"493.88","212.71","0.89"
"440.00","212.71","0.09"
"493.88","639.91","0.89"
"392.00","105.91","0.89"
"369.99","105.91","0.89"
"392.00","426.31","0.09"
"440.00","639.91","0.89"
"369.99","105.91","0.89"
"329.63","105.91","0.89"
"369.99","212.71","0.89"
"369.99","212.71","0.89"
"392.00","212.71","0.89"
"440.00","212.71","0.89"
"493.88","212.71","0.89"
"587.33","212.71","0.89"
"554.37","212.71","0.89"
"493.88","212.71","0.89"
"493.88","212.71","0.89"
"440.00","212.71","0.89"
"369.99","212.71","0.89"
"440.00","212.71","0.89"
"440.00","212.71","0.89"
"392.00","212.71","0.89"
"369.99","212.71","0.89"
"329.63","212.71","0.89"
"293.66","426.31","0.89"
"440.00","426.31","0.89"
"587.33","212.71","0.89"
"554.37","212.71","0.89"
"493.88","212.71","0.89"
"440.00","212.71","0.89"
"493.88","212.71","0.89"
"440.00","212.71","0.49"
"440.00","212.71","0.89"
"440.00","212.71","0.89"
"440.00","212.71","0.89"
"440.00","212.71","0.89"
"440.00","212.71","0.89"
"493.88","212.71","0.89"
"440.00","212.71","0.49"
"440.00","212.71","0.89"
"587.33","212.71","0.89"
"554.37","212.71","0.89"
"493.88","212.71","0.89"
"440.00","212.71","0.89"
"493.88","212.71","0.89"
"440.00","212.71","0.49"
"440.00","212.71","0.89"
"440.00","212.71","0.89"
